id,battery,weight,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,temperature,input,millis
14497,3338.0,389,2398,8282,-496,255,-449,94,32.86,0,418284
14498,3338.0,380,2458,8036,-622,790,-270,310,32.86,0,418312
14499,3338.0,379,2418,7946,-820,-56,166,420,32.85,0,418344
14500,3338.0,369,2564,8014,-960,-411,568,523,32.85,0,418380
14501,3338.0,350,2792,8070,-1138,243,-34,870,32.86,0,418401
14502,3338.0,345,2754,7816,-1182,1257,-748,1300,32.85,0,418476
14503,3338.0,321,2730,7556,-1316,-79,-1119,1712,32.86,0,418485
14504,3338.0,311,2724,7768,-1514,-206,-1062,1727,32.85,0,418497
14505,3338.0,280,2342,8012,-1450,1574,-364,1664,32.85,0,418513
14506,3338.0,273,2196,7776,-1378,1937,1042,577,32.86,0,418583
14507,3338.0,260,2494,7642,-1312,1421,1918,532,32.86,0,418591
14508,3338.0,258,2798,7766,-1204,1232,1264,547,32.86,0,418602
14509,3338.0,251,2672,7782,-1334,1161,414,1085,32.85,0,418622
14510,3338.0,242,2684,7614,-1398,868,403,901,32.85,0,418660
14511,3338.0,242,2754,7676,-1454,156,834,292,32.85,0,418685
14512,3338.0,242,2974,7710,-1526,270,1024,-343,32.85,0,418735
14513,3338.0,242,3096,7640,-1498,234,886,-440,32.86,0,418758
14514,3338.0,242,3084,7684,-1480,-457,762,-214,32.87,0,418768
14515,3338.0,241,3130,7836,-1474,-524,397,-272,32.86,0,418803
14516,3338.0,232,3092,7750,-1404,116,154,-684,32.87,0,418821
14517,3338.0,232,3008,7774,-1424,137,308,-831,32.87,0,418884
14518,3338.0,232,3036,7856,-1512,250,259,-439,32.87,0,418889
14519,3338.0,232,2976,7874,-1506,448,-21,-325,32.88,0,418935
14520,3338.0,232,2974,7868,-1522,722,-358,-484,32.87,0,418940
14521,3338.0,239,2930,7812,-1548,993,-501,-73,32.88,0,418970
14522,3338.0,241,2994,7668,-1532,1237,-543,-73,32.88,0,419001
14523,3338.0,242,2956,7630,-1606,797,-555,-413,32.87,0,419024
14524,3338.0,242,2958,7598,-1710,74,-95,-493,32.88,0,419078
14525,3338.0,242,2984,7690,-1756,-283,342,-584,32.87,0,419084
14526,3338.0,242,2968,7746,-1670,-393,455,-674,32.87,0,419130
14527,3338.0,242,2924,7758,-1510,-656,489,-704,32.87,0,419175
14528,3338.0,242,2952,7782,-1476,-497,654,-703,32.88,0,419198
14529,3338.0,242,2904,7720,-1494,-535,805,-363,32.88,0,419211
14530,3338.0,242,2556,8024,-1584,-513,2566,1390,32.87,0,419231
14531,3338.0,242,3216,7736,-1556,-79,3712,3094,32.88,0,419262
14532,3338.0,242,3494,7714,-1368,-723,2532,3276,32.88,0,419291
14533,3338.0,242,3822,7792,-1464,-1288,1124,1548,32.88,0,419313
14534,3338.0,242,3864,7760,-1656,-587,-693,23,32.87,0,419343
14535,3338.0,242,3546,7564,-1794,-750,-1456,-707,32.88,0,419380
14536,3338.0,242,3186,7818,-1886,-253,-571,-810,32.88,0,419403
14537,3338.0,260,3314,7688,-1694,243,-32,-926,32.88,0,419428
14538,3338.0,260,3306,7574,-1468,-146,-235,-845,32.88,0,419484
14539,3338.0,268,3062,7928,-1448,373,229,-420,32.87,0,419487
14540,3338.0,270,3274,7916,-1478,2038,814,77,32.87,0,419528
14541,3338.0,270,3466,7602,-1490,1972,435,625,32.88,0,419537
14542,3338.0,270,3342,7752,-1724,468,-6,-591,32.88,0,419578
14543,3338.0,278,3376,7780,-2090,-454,144,-1324,32.88,0,419615
14544,3338.0,290,3386,7970,-2180,-215,942,-891,32.87,0,419627
14545,3338.0,300,3538,7796,-2048,-254,544,-1181,32.87,0,419662
14546,3338.0,300,3316,7712,-1888,-462,-126,-1837,32.87,0,419705
14547,3338.0,311,3016,7670,-1862,-1201,498,-1408,32.87,0,419725
14548,3338.0,319,3210,7898,-1912,-943,544,-389,32.87,0,419796
14549,3338.0,321,3214,7852,-1834,557,-690,306,32.88,0,419803
14550,3338.0,329,2818,7610,-1648,1880,-891,850,32.88,0,419816
14551,3338.0,330,2978,7490,-1800,1089,-53,1241,32.87,0,419839
14552,3338.0,334,3232,7448,-1872,670,-108,817,32.86,0,419878
14553,3338.0,342,3074,7368,-1720,-163,-941,162,32.87,0,419883
14554,3338.0,350,3116,7524,-1864,722,-1030,225,32.88,0,419915
14555,3338.0,350,3108,7366,-2066,912,-1458,295,32.88,0,419955
14556,3338.0,358,3036,7304,-2220,149,-825,-299,32.88,0,419975
14557,3338.0,360,3170,7416,-2272,-684,-396,-576,32.88,0,419994
14558,3338.0,360,3118,7342,-2158,-1512,-734,-873,32.88,0,420031
14559,3338.0,369,3116,7542,-1990,-1797,-905,-824,32.89,0,420074
14560,3338.0,371,3242,7688,-2154,-1039,-2183,354,32.9,0,420086
14561,3338.0,379,2768,7492,-2506,616,-2388,1361,32.89,0,420114
14562,3338.0,379,3186,6952,-2208,-608,-2070,1799,32.88,0,420139
14563,3338.0,387,2918,7402,-2182,-835,-2646,881,32.88,0,420172
14564,3338.0,390,2750,7222,-2104,-1055,-671,-362,32.89,0,420216
14565,3338.0,390,3480,7662,-1922,-2606,30,-1186,32.88,0,420233
14566,3338.0,390,3482,8486,-1922,-2887,-1572,-749,32.88,0,420281
14567,3338.0,399,3262,8270,-2250,-423,-421,-448,32.88,0,420286
14568,3338.0,399,3494,7694,-2366,-308,132,-355,32.88,0,420320
14569,3338.0,408,3304,7326,-2084,-2326,-243,-444,32.88,0,420397
14570,3338.0,408,3040,7530,-1852,-1851,1533,-239,32.88,0,420426
14571,3338.0,418,3482,7506,-1842,-1024,1332,49,32.88,0,420432
14572,3338.0,420,2896,7594,-2114,-166,101,222,32.88,0,420444
14573,3338.0,419,2652,7126,-2064,-219,1824,-566,32.88,0,420450
14574,3338.0,420,3102,7566,-1916,-1283,1924,-1300,32.88,0,420481
14575,3338.0,422,3298,7836,-1694,-670,-156,-1148,32.88,0,420531
14576,3338.0,420,2978,7672,-1270,624,-162,-1537,32.89,0,420547
14577,3338.0,421,3296,7336,-1064,-1708,737,-1930,32.89,0,420568
14578,3338.0,431,3638,7580,-892,-3479,118,-1548,32.89,0,420603
14579,3338.0,444,3466,7926,-670,-3865,-1546,-615,32.89,0,420678
14580,3338.0,441,3240,7434,-650,-2464,-452,-1441,32.88,0,420688
14581,3338.0,441,3490,7554,-846,-2892,-302,-1657,32.89,0,420697
14582,3338.0,440,3498,8032,-1166,-1557,-1366,-975,32.88,0,420721
14583,3338.0,441,3034,7994,-1176,-582,-1285,-816,32.89,0,420761
14584,3338.0,441,3040,8098,-1192,-409,552,-1032,32.9,0,420773
14585,3338.0,444,3216,8212,-1456,-109,1123,-920,32.89,0,420794
14586,3338.0,442,3266,8086,-1452,623,1017,-674,32.89,0,420828
14587,3338.0,447,3200,7814,-662,156,1486,-274,32.89,0,420848
14588,3338.0,448,3436,7874,-122,499,1401,-374,32.88,0,420899
14589,3338.0,448,3400,7814,12,1186,139,-716,32.88,0,420905
14590,3338.0,448,3346,7632,-252,1209,-371,-575,32.88,0,420979
14591,3338.0,448,3248,7624,-642,848,-428,-202,32.88,0,420984
14592,3338.0,448,3136,7640,-942,102,-117,187,32.88,0,420999
14593,3338.0,448,3200,7372,-708,-362,186,350,32.89,0,421038
14594,3338.0,448,3316,7424,-694,-193,-788,-92,32.89,0,421048
14595,3338.0,448,3018,7314,-1074,148,-1532,-624,32.89,0,421092
14596,3338.0,448,2984,7420,-966,-275,-910,-556,32.89,0,421112
14597,3338.0,448,3278,7640,-578,-815,-685,-240,32.89,0,421140
14598,3338.0,447,3386,7790,-404,-642,-1445,-195,32.88,0,421168
14599,3338.0,445,3366,7794,-570,65,-2170,-205,32.88,0,421197
14600,3338.0,442,3164,7566,-808,-128,-2121,-96,32.89,0,421227
14601,3338.0,444,3190,7856,-1318,-836,-2088,32,32.89,0,421283
14602,3338.0,444,3038,7710,-1400,-997,-1889,278,32.9,0,421289
14603,3338.0,444,3134,7796,-1574,-1182,-1418,680,32.9,0,421310
14604,3338.0,442,2876,7522,-1754,-1131,-1412,339,32.88,0,421363
14605,3338.0,441,2950,7334,-1650,-1889,-567,291,32.89,0,421381
14606,3338.0,441,3092,7546,-1342,-2131,74,254,32.89,0,421399
14607,3338.0,441,3126,7862,-992,-1646,-514,-212,32.9,0,421448
14608,3338.0,441,3154,7866,-1040,-1308,-1008,-419,32.89,0,421455
14609,3338.0,441,2986,7766,-1440,-451,-1103,-266,32.89,0,421482
14610,3338.0,432,2654,7792,-1846,-1241,-622,-20,32.89,0,421520
14611,3338.0,427,2648,7812,-1702,-1827,375,-82,32.89,0,421575
14612,3338.0,420,3244,7826,-1544,-1767,151,-492,32.9,0,421581
14613,3338.0,420,3238,7564,-1454,-1455,-263,-729,32.89,0,421595
14614,3338.0,420,3066,7496,-1054,-2007,643,-597,32.89,0,421625
14615,3338.0,420,3306,7590,-586,-2338,539,-824,32.9,0,421685
14616,3338.0,420,3314,7930,-662,-1141,-429,-1273,32.9,0,421691
14617,3338.0,420,3212,7754,-868,-107,-804,-970,32.89,0,421722
14618,3338.0,419,3052,7728,-1092,-1648,-243,-775,32.89,0,421744
14619,3338.0,410,3010,7970,-1298,-2114,361,-750,32.9,0,421762
14620,3338.0,408,3166,8098,-1432,-1922,-203,-619,32.9,0,421798
14621,3338.0,408,2998,8276,-1646,272,-550,-250,32.9,0,421825
14622,3338.0,407,2900,7680,-1296,355,-26,279,32.9,0,421879
14623,3338.0,390,3022,7666,-908,-1119,0,34,32.89,0,421891
14624,3338.0,390,3132,8014,-1232,-718,-1605,-373,32.9,0,421909
14625,3338.0,389,2788,8074,-1592,2092,-2009,-2,32.9,0,421930
14626,3338.0,380,2754,7190,-1270,1649,-649,7,32.88,0,421966
14627,3338.0,378,2994,7472,-1190,-2233,777,-721,32.89,0,421998
14628,3338.0,361,3202,8030,-1320,-2237,305,-687,32.9,0,422027
14629,3338.0,350,2938,7884,-1464,-244,501,-322,32.9,0,422054
14630,3338.0,349,2992,7790,-1732,629,736,58,32.9,0,422091
14631,3338.0,342,2796,7762,-1614,543,692,163,32.9,0,422109
14632,3338.0,320,2736,7822,-1584,287,1008,-336,32.9,0,422185
14633,3338.0,298,3014,8142,-1884,1616,1146,190,32.9,0,422191
14634,3338.0,284,3238,7714,-1794,2000,131,462,32.9,0,422206
14635,3338.0,271,3178,7686,-2118,908,-1293,1278,32.9,0,422224
14636,3338.0,260,2720,7572,-2356,429,-695,972,32.9,0,422260
14637,3338.0,260,2792,7430,-2384,-754,1047,-123,32.9,0,422281
14638,3338.0,260,3234,7426,-2230,-1252,813,-399,32.91,0,422322
14639,3338.0,258,3194,7440,-1758,-1205,-292,-258,32.91,0,422348
14640,3338.0,251,2982,7642,-1616,-799,-536,-234,32.91,0,422367
14641,3338.0,251,3114,7624,-1674,-986,-200,-648,32.91,0,422404
14642,3338.0,251,3170,7820,-1606,-1441,152,-688,32.92,0,422417
14643,3338.0,243,3184,7850,-1316,-877,-39,-656,32.92,0,422476
14644,3338.0,242,3176,7818,-1242,-690,-431,-613,32.92,0,422482
14645,3338.0,242,3080,7916,-1448,-93,-344,-780,32.91,0,422521
14646,3338.0,242,3138,7692,-1468,-146,239,-638,32.92,0,422558
14647,3338.0,243,3264,7712,-1384,-1064,-58,-340,32.91,0,422564
14648,3338.0,254,3198,7816,-1410,-1004,-481,-322,32.91,0,422599
14649,3338.0,257,3148,7758,-1476,-497,-454,-457,32.91,0,422622
14650,3338.0,258,3158,7660,-1530,-476,21,-296,32.91,0,422663
14651,3338.0,260,3228,7820,-1484,-1125,-29,-197,32.91,0,422676
14652,3338.0,260,3154,7928,-1426,-788,-453,-93,32.91,0,422728
14653,3338.0,268,3116,7824,-1488,-256,-418,45,32.91,0,422734
14654,3338.0,270,3196,7732,-1468,-12,-374,104,32.9,0,422781
14655,3338.0,276,3194,7690,-1354,-697,-28,-96,32.9,0,422805
14656,3338.0,290,3358,7858,-1390,-944,-187,-139,32.91,0,422844
14657,3338.0,300,3198,7766,-1256,-552,-69,-221,32.91,0,422851
14658,3338.0,300,3236,7626,-1108,-1610,105,-93,32.91,0,422873
14659,3338.0,311,3314,7870,-1372,-1714,-169,-125,32.91,0,422922
14660,3338.0,327,3296,7616,-1330,-1382,-364,294,32.91,0,422929
14661,3338.0,330,3166,7782,-1306,-1762,390,315,32.91,0,422974
14662,3338.0,341,3560,7694,-1102,-2423,959,48,32.92,0,423016
14663,3338.0,350,3572,8014,-816,-2625,-177,303,32.92,0,423021
14664,3338.0,356,3460,8096,-740,-1025,-401,772,32.92,0,423078
14665,3338.0,360,3470,7812,-798,-764,-753,904,32.92,0,423090
14666,3338.0,360,3362,7662,-1096,-543,-670,993,32.92,0,423118
14667,3338.0,360,3388,7334,-1094,-691,-672,833,32.92,0,423137
14668,3338.0,370,3490,7460,-1106,-538,-1213,380,32.92,0,423186
14669,3338.0,371,3498,7638,-1344,706,-1266,561,32.92,0,423193
14670,3338.0,379,3310,7538,-1320,231,-748,423,32.92,0,423245
14671,3338.0,379,3432,7582,-1204,-681,11,83,32.92,0,423258
14672,3338.0,389,3498,7712,-996,-1160,-492,170,32.92,0,423276
14673,3338.0,389,3264,7810,-1052,34,-758,437,32.91,0,423303
14674,3338.0,390,3238,7440,-1076,3,-196,274,32.92,0,423333
14675,3338.0,390,3430,7434,-1144,-409,-281,103,32.92,0,423388
14676,3338.0,392,3406,7370,-1182,-226,-565,-14,32.92,0,423395
14677,3338.0,390,3416,7550,-1190,308,-780,61,32.92,0,423418
14678,3338.0,399,3382,7366,-1324,247,-827,-60,32.92,0,423451
14679,3338.0,400,3480,7518,-1352,-686,-418,48,32.91,0,423487
14680,3338.0,408,3550,7682,-1280,-246,-690,-138,32.92,0,423507
14681,3338.0,408,3640,7580,-1326,357,-927,19,32.92,0,423535
14682,3338.0,408,3556,7346,-1208,-270,-655,6,32.92,0,423599
14683,3338.0,409,3564,7540,-1334,-494,-229,135,32.92,0,423604
14684,3338.0,412,3672,7462,-1134,-307,-386,61,32.92,0,423629
14685,3338.0,418,3574,7526,-1022,-204,-838,-104,32.92,0,423672
14686,3338.0,420,3510,7438,-1250,-620,-699,-36,32.92,0,423683
14687,3338.0,420,3602,7486,-1254,-1098,-272,-128,32.92,0,423712
14688,3338.0,420,3734,7380,-1386,-1150,-367,-576,32.92,0,423755
14689,3338.0,420,3606,7420,-1386,-1179,0,-371,32.93,0,423760
14690,3338.0,420,3658,7584,-1200,-1307,-137,-457,32.93,0,423796
14691,3338.0,420,3646,7826,-1476,-737,-234,-527,32.93,0,423833
14692,3338.0,422,3610,7680,-1432,-725,-183,-280,32.92,0,423840
14693,3338.0,429,3546,7518,-1266,-357,-173,-173,32.92,0,423877
14694,3338.0,430,3462,7344,-1408,-229,379,-223,32.93,0,423918
14695,3338.0,431,3558,7188,-1174,-1101,698,-479,32.93,0,423931
14696,3338.0,439,3450,7410,-1022,-1289,367,-579,32.92,0,423985
14697,3338.0,444,3590,7448,-1098,-635,182,-456,32.92,0,423991
14698,3338.0,441,3686,7398,-1060,-958,-367,-832,32.92,0,424021
14699,3338.0,441,3568,7696,-1002,-814,-472,-775,32.92,0,424051
14700,3338.0,441,3632,7714,-1016,-529,-135,-412,32.92,0,424078
14701,3338.0,445,3746,7624,-810,-1084,-21,-221,32.93,0,424098
14702,3338.0,442,3748,7598,-938,-1066,-420,-93,32.93,0,424143
14703,3338.0,444,3614,7468,-834,-1208,-307,-157,32.93,0,424167
14704,3338.0,444,3742,7678,-852,-1004,-384,18,32.93,0,424204
14705,3338.0,448,3716,7754,-1158,-797,-724,-206,32.93,0,424210
14706,3338.0,447,3604,7764,-1450,-649,-406,-6,32.93,0,424286
14707,3338.0,448,3632,7738,-1468,-562,-266,13,32.93,0,424300
14708,3338.0,448,3592,7476,-1338,-243,-149,121,32.92,0,424304
14709,3338.0,448,3498,7292,-918,-400,-4,173,32.93,0,424335
14710,3338.0,448,3618,7198,-654,-123,-136,-67,32.93,0,424383
14711,3338.0,448,3750,7544,-806,-197,-683,-570,32.92,0,424389
14712,3338.0,448,3572,7716,-1140,-212,-575,-343,32.93,0,424412
14713,3338.0,448,3598,7778,-1058,-501,-19,-165,32.93,0,424449
14714,3338.0,448,3602,7726,-940,-259,-209,-105,32.92,0,424468
14715,3338.0,448,3534,7534,-778,-199,-600,-292,32.92,0,424508
14716,3338.0,448,3530,7458,-816,-281,-757,-268,32.93,0,424531
14717,3338.0,448,3686,7460,-1152,-21,-900,-259,32.93,0,424585
14718,3338.0,448,3622,7364,-1186,-467,-248,-251,32.93,0,424596
14719,3338.0,448,3734,7592,-972,-484,-165,-327,32.93,0,424622
14720,3338.0,448,3774,7652,-888,-455,-616,-352,32.92,0,424647
14721,3338.0,448,3666,7570,-1190,-209,-907,-131,32.92,0,424685
14722,3338.0,448,3592,7250,-1266,-407,-407,31,32.92,0,424721
14723,3338.0,448,3762,7246,-1154,-469,-83,-163,32.94,0,424735
14724,3338.0,448,3798,7412,-1142,-628,-89,-543,32.93,0,424762
14725,3338.0,447,3748,7698,-1028,-427,-104,-520,32.93,0,424787
14726,3338.0,447,3740,7804,-926,-874,-98,-344,32.93,0,424823
14727,3338.0,442,3630,7790,-1060,-618,-317,-194,32.94,0,424898
14728,3338.0,442,3526,7554,-1334,-692,-59,-103,32.93,0,424907
14729,3338.0,444,3524,7352,-1176,-869,257,-44,32.93,0,424918
14730,3338.0,444,3510,7394,-1192,-597,8,-317,32.92,0,424933
14731,3338.0,444,3496,7372,-1292,-273,-70,-528,32.93,0,424953
14732,3338.0,441,3518,7502,-1314,-419,349,-425,32.93,0,424988
14733,3338.0,444,3490,7584,-1360,-376,585,-517,32.93,0,425013
14734,3338.0,444,3486,7692,-1232,-344,480,-582,32.94,0,425047
14735,3338.0,444,3584,7640,-1040,-42,165,-530,32.93,0,425078
14736,3338.0,444,3586,7438,-1136,-87,188,-495,32.93,0,425116
14737,3338.0,441,3692,7300,-1100,-45,220,-600,32.93,0,425133
14738,3338.0,440,3704,7250,-898,-174,143,-854,32.93,0,425180
14739,3338.0,444,3706,7350,-936,-22,106,-923,32.94,0,425304
14740,3338.0,432,3728,7480,-1056,5,214,-828,32.94,0,425305
14741,3338.0,431,3810,7776,-1038,-134,408,-783,32.94,0,425305
14742,3338.0,420,3760,7880,-1034,-181,538,-555,32.94,0,425306
14743,3338.0,420,3658,7848,-1128,-124,197,-310,32.94,0,425328
14744,3338.0,420,3538,7482,-1016,35,-186,-369,32.94,0,425333
14745,3338.0,420,3538,7308,-1010,-34,-580,-852,32.94,0,425354
14746,3338.0,420,3418,7202,-1230,204,-672,-1070,32.93,0,425413
14747,3338.0,410,3352,7208,-1488,-777,-124,-1364,32.95,0,425420
14748,3338.0,410,3352,7566,-1826,-1054,694,-1501,32.95,0,425485
14749,3338.0,408,3416,7778,-1916,-949,1829,-1368,32.95,0,425530
14750,3338.0,408,3442,7670,-1630,-919,2383,-1210,32.94,0,425532
14751,3338.0,390,3432,7702,-1180,-1826,2347,-1224,32.93,0,425543
14752,3338.0,390,3540,7894,-986,-1425,1781,-1081,32.94,0,425563
14753,3338.0,390,3472,7790,-740,-212,755,-747,32.95,0,425600
14754,3338.0,390,3414,7638,-560,36,483,-868,32.95,0,425614
14755,3338.0,389,3550,7660,-682,57,200,-960,32.95,0,425650
14756,3338.0,380,3518,7632,-960,-69,178,-659,32.95,0,425672
14757,3338.0,379,3488,7574,-1412,260,626,-215,32.95,0,425712
14758,3338.0,374,3352,7460,-1642,-409,1071,-293,32.95,0,425731
14759,3338.0,360,3320,7520,-1452,-1054,1615,-768,32.94,0,425786
14760,3338.0,360,3354,7766,-1256,-901,1175,-837,32.95,0,425792
14761,3338.0,360,3278,7702,-1010,408,437,-802,32.94,0,425836
14762,3338.0,360,3212,7486,-658,-138,249,-917,32.95,0,425849
14763,3338.0,360,3324,7540,-474,-1812,132,-1376,32.95,0,425867
14764,3338.0,360,3452,7800,-576,-2138,-202,-1237,32.94,0,425914
14765,3338.0,358,3492,7666,-486,-1537,-978,-822,32.94,0,425922
14766,3338.0,350,3244,7690,-418,-1503,-1664,-789,32.95,0,425960
14767,3338.0,350,3056,7920,-764,-221,-617,-668,32.94,0,425995
14768,3338.0,345,3262,7838,-1092,1293,-340,-304,32.95,0,426013
14769,3338.0,330,3248,7638,-1140,1186,-522,-32,32.95,0,426077
14770,3338.0,330,3216,7636,-1108,585,-322,-487,32.95,0,426082
14771,3338.0,329,3236,7714,-1234,806,-165,-437,32.95,0,426102
14772,3338.0,320,3182,7680,-1254,273,-73,-473,32.95,0,426159
14773,3338.0,320,3060,7720,-1172,88,-109,-598,32.96,0,426169
14774,3338.0,320,3054,7492,-1040,316,-182,-485,32.96,0,426197
14775,3338.0,320,3056,7408,-948,17,-495,-555,32.96,0,426220
14776,3338.0,319,3030,7452,-1074,-118,-596,-764,32.95,0,426262
14777,3338.0,319,3030,7398,-1212,42,-280,-1005,32.95,0,426269
14778,3338.0,318,3180,7454,-1354,-658,-77,-1148,32.95,0,426306
14779,3338.0,318,3250,7650,-1268,-938,-35,-1226,32.95,0,426322
14780,3338.0,316,3222,7940,-1154,-697,-27,-1173,32.95,0,426380
14781,3338.0,300,3246,8084,-1148,-457,-196,-988,32.96,0,426385
14782,3338.0,300,3216,7920,-1080,-382,-880,-1238,32.95,0,426419
14783,3338.0,298,3206,7814,-996,-957,-1033,-1427,32.95,0,426467
14784,3338.0,275,3300,7848,-1032,-1530,-1440,-1152,32.95,0,426470
14785,3338.0,252,3096,7784,-1078,-643,-1208,-361,32.95,0,426507
14786,3338.0,234,3154,7520,-1026,-1583,-653,132,32.96,0,426522
14787,3338.0,222,2886,7634,-898,-3333,355,-60,32.95,0,426558
14788,3338.0,201,2944,8058,-1218,-3050,1425,-578,32.95,0,426594
14789,3338.0,192,3102,8166,-1514,-1221,1748,-353,32.95,0,426612
14790,3338.0,191,2926,8048,-1466,283,1314,106,32.95,0,426677
14791,3338.0,172,2786,7758,-1302,563,1188,-224,32.95,0,426682
14792,3338.0,172,2728,7768,-1256,57,1048,-189,32.95,0,426702
14793,3338.0,172,2838,7644,-1232,-289,1052,-117,32.95,0,426740
14794,3338.0,172,2964,7550,-912,-235,1090,-780,32.95,0,426756
14795,3338.0,171,3092,7634,-708,-206,1101,-1532,32.95,0,426816
14796,3338.0,162,3144,7832,-688,-1491,1588,-737,32.96,0,426821
14797,3338.0,162,3122,8076,-974,-1891,1615,207,32.96,0,426835
14798,3338.0,162,2986,8074,-1102,-1220,1006,436,32.95,0,426890
14799,3338.0,162,2860,7920,-1208,-456,322,156,32.96,0,426902
14800,3338.0,162,2886,7780,-1222,-896,271,-73,32.96,0,426931
14801,3338.0,162,3008,7990,-1292,-552,371,398,32.95,0,426982
14802,3338.0,162,3078,7832,-976,234,-196,9,32.96,0,426987
14803,3338.0,169,3040,7704,-770,-12,-427,-172,32.97,0,427023
14804,3338.0,171,3044,7650,-694,-153,-513,-297,32.96,0,427036
14805,3338.0,171,3096,7766,-814,-441,-132,-249,32.97,0,427083
14806,3338.0,172,3088,7996,-1134,213,-73,-216,32.97,0,427089
14807,3338.0,181,3112,7896,-1194,359,188,113,32.96,0,427140
14808,3338.0,202,3128,7806,-1326,-444,32,379,32.96,0,427160
14809,3338.0,221,3112,7764,-1314,-1016,-42,322,32.97,0,427182
14810,3338.0,242,3186,7858,-1200,-967,-280,-31,32.97,0,427221
14811,3338.0,270,3352,8052,-1332,-683,-493,-124,32.97,0,427239
14812,3338.0,280,3236,7718,-1116,-732,-382,69,32.97,0,427282
14813,3338.0,300,3234,7770,-992,-1588,-115,13,32.97,0,427299
14814,3338.0,312,3322,8070,-1116,-1045,-797,60,32.97,0,427324
14815,3338.0,330,3186,7968,-1122,881,-995,901,32.97,0,427364
14816,3338.0,341,3452,7784,-1034,2522,-1158,1074,32.97,0,427386
14817,3338.0,344,3272,7522,-836,1311,-1093,53,32.96,0,427405
14818,3338.0,357,3412,7756,-818,-208,-516,283,32.96,0,427442
14819,3338.0,360,3488,8088,-904,581,-1140,648,32.95,0,427494
14820,3338.0,360,3312,7908,-914,2048,-1181,575,32.96,0,427511
14821,3338.0,360,3280,7640,-1050,1691,-554,592,32.95,0,427531
14822,3338.0,369,3452,7496,-1046,1033,-551,686,32.97,0,427580
14823,3338.0,371,3312,7626,-1074,1105,-969,339,32.97,0,427585
14824,3338.0,379,3228,7492,-1120,1712,-533,359,32.96,0,427618
14825,3338.0,379,3244,7490,-1134,1583,-361,220,32.97,0,427640
14826,3338.0,379,3330,7390,-1262,1671,-374,170,32.96,0,427679
14827,3338.0,380,3318,7430,-1450,1269,-386,242,32.97,0,427718
14828,3338.0,387,3326,7386,-1692,1128,-232,95,32.96,0,427731
14829,3338.0,389,3438,7296,-1792,977,-238,-276,32.97,0,427749
14830,3338.0,390,3328,7236,-1914,365,-293,-484,32.97,0,427804
14831,3338.0,390,3344,7508,-2104,114,147,-254,32.97,0,427811
14832,3338.0,391,3298,7562,-1888,451,282,-387,32.97,0,427872
14833,3338.0,390,3396,7544,-1690,-138,118,-410,32.97,0,427889
14834,3338.0,398,3332,7460,-1678,-814,-197,-586,32.97,0,427895
14835,3338.0,399,3384,7540,-1612,-540,113,-438,32.97,0,427931
14836,3338.0,400,3396,7296,-1546,-593,85,-373,32.97,0,427957
14837,3338.0,408,3510,7426,-1738,-866,-372,-606,32.97,0,428010
14838,3338.0,408,3286,7430,-1876,-338,-723,-728,32.97,0,428015
14839,3338.0,408,3246,7418,-2016,-974,108,-719,32.98,0,428042
14840,3338.0,410,3372,7752,-1886,-1436,140,-987,32.98,0,428093
14841,3338.0,410,3430,7664,-1654,-1457,-143,-1017,32.98,0,428100
14842,3338.0,420,3416,7896,-1492,-1210,-719,-669,32.99,0,428127
14843,3338.0,420,3436,7976,-1678,-120,-1182,-371,32.97,0,428187
14844,3338.0,420,3264,7444,-1674,-491,-903,-480,32.98,0,428192
14845,3338.0,420,3312,7456,-1634,-3593,82,-914,32.98,0,428214
14846,3338.0,420,3334,8012,-1554,-3250,252,-797,32.98,0,428266
14847,3338.0,420,3364,8094,-1410,-86,-53,-562,32.98,0,428273
14848,3338.0,420,3270,7328,-1272,1003,-711,-464,32.98,0,428298
14849,3338.0,420,3220,7520,-1824,-754,-996,-724,32.98,0,428327
14850,3338.0,428,3268,7600,-2424,-767,351,-385,32.98,0,428349
14851,3338.0,430,3138,7140,-1972,-2093,1395,-556,32.98,0,428390
14852,3338.0,432,3414,7368,-1260,-4327,1133,-1006,32.98,0,428405
14853,3338.0,441,3376,7898,-1076,-2935,-49,-653,32.97,0,428484
14854,3338.0,444,3144,7388,-1300,-2434,-373,-492,32.97,0,428498
14855,3338.0,441,3230,7334,-1218,-2455,-316,-848,32.97,0,428502
14856,3338.0,444,3172,7570,-790,-1703,516,-866,32.97,0,428528
14857,3338.0,442,3486,7676,-208,-2129,267,-966,32.99,0,428567
14858,3338.0,442,3356,8050,-140,-1029,-725,-964,32.98,0,428582
14859,3338.0,444,3290,7782,-494,27,-810,-1065,32.98,0,428602
14860,3338.0,447,3310,7806,-838,-182,-411,-944,32.97,0,428650
14861,3338.0,448,3176,7742,-828,113,108,-839,32.97,0,428664
14862,3338.0,448,3336,7596,-88,-283,498,-755,32.98,0,428737
14863,3338.0,448,3426,7840,-12,-530,-776,-897,32.98,0,428774
14864,3338.0,448,3152,7974,-730,4,-1206,-696,32.98,0,428786
14865,3338.0,448,3098,7732,-1030,-417,-485,-295,32.97,0,428808
14866,3338.0,448,3122,7666,-1116,-911,-161,-207,32.98,0,428814
14867,3338.0,448,3098,7658,-940,-861,-273,-427,32.98,0,428850
